legislator_name,chamber,district,party,rating,rating_year,organization,source_url,local_path,source_sha256,election_cycle,name_key,canonical_candidate_id,person_id,canonical_name,year_num,district_num,canonical_party
"Alexander, Louise",house,56.0,D,53.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,LOUISE ALEXANDER,,,,,,
"ALLEN, WES",house,89.0,R,68.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,WES ALLEN,,,,,,
"BAKER, ALAN",house,66.0,R,68.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ALAN BAKER,AL-2022-house-66-R-GSL066RBAK,ALPERSON-GSL066RBAK,GSL066RBAK,2022.0,66.0,R
"BALL, MIKE",house,10.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,MIKE BALL,,,,,,
"BLACKSHEAR, CHRIS",house,80.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CHRIS BLACKSHEAR,AL-2022-house-80-R-GSL080RBLA,ALPERSON-GSL080RBLA,GSL080RBLA,2022.0,80.0,R
"Boyd, Barbara",house,32.0,D,50.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BARBARA BOYD,AL-2022-house-32-D-GSL032DBOY,ALPERSON-GSL032DBOY,GSL032DBOY,2022.0,32.0,D
"Bracy, Napoleon",house,98.0,D,45.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,NAPOLEON BRACY,,,,,,
"BROWN, CHIP",house,105.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CHIP BROWN,AL-2022-house-105-R-GSL105RBRO,ALPERSON-GSL105RBRO,GSL105RBRO,2022.0,105.0,R
"BROWN, K. L.",house,40.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,K L BROWN,,,,,,
"CARNS, JIM",house,48.0,R,74.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JIM CARNS,AL-2022-house-48-R-GSL048RCAR,ALPERSON-GSL048RCAR,GSL048RCAR,2022.0,48.0,R
"Chestnut, Prince",house,67.0,D,56.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,PRINCE CHESTNUT,AL-2022-house-67-D-GSL067DCHE,ALPERSON-GSL067DCHE,GSL067DCHE,2022.0,67.0,D
"Clarke, Adline",house,97.0,D,44.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ADLINE CLARKE,AL-2022-house-97-D-GSL097DCLA,ALPERSON-GSL097DCLA,GSL097DCLA,2022.0,97.0,D
"CLOUSE, STEVE",house,93.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,STEVE CLOUSE,AL-2022-house-93-R-GSL093RCLO,ALPERSON-GSL093RCLO,GSL093RCLO,2022.0,93.0,R
"Coleman, Merika",house,57.0,D,47.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,MERIKA COLEMAN,,,,,,
"COLLINS, TERRI",house,8.0,R,63.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,TERRI COLLINS,AL-2022-house-8-R-GSL008RCOL,ALPERSON-GSL008RCOL,GSL008RCOL,2022.0,8.0,R
"CRAWFORD, DANNY",house,5.0,R,60.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DANNY CRAWFORD,AL-2022-house-5-R-GSL005RCRA,ALPERSON-GSL005RCRA,GSL005RCRA,2022.0,5.0,R
"Daniels, Anthony",house,53.0,D,45.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ANTHONY DANIELS,AL-2022-house-53-D-GSL053DDAN,ALPERSON-GSL053DDAN,GSL053DDAN,2022.0,53.0,D
"DISMUKES, WILL",house,88.0,R,61.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,WILL DISMUKES,,,,,,
"DRAKE, DICKIE",house,45.0,R,65.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DICKIE DRAKE,,,,,,
"Drummond, Barbara",house,103.0,D,47.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BARBARA DRUMMOND,AL-2022-house-103-D-GSL103DDRU,ALPERSON-GSL103DDRU,GSL103DDRU,2022.0,103.0,D
"EASTERBROOK, BRETT",house,65.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BRETT EASTERBROOK,AL-2022-house-65-R-GSL065REAS,ALPERSON-GSL065REAS,GSL065REAS,2022.0,65.0,R
"ELLIS, CORLEY",house,41.0,R,65.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CORLEY ELLIS,AL-2022-house-41-R-GSL041RELL,ALPERSON-GSL041RELL,GSL041RELL,2022.0,41.0,R
"England, Christopher",house,70.0,D,45.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,CHRISTOPHER ENGLAND,,,,,,
"ESTES, TRACY",house,17.0,R,65.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,TRACY ESTES,AL-2022-house-17-R-GSL017REST,ALPERSON-GSL017REST,GSL017REST,2022.0,17.0,R
"FARLEY, ALLEN",house,15.0,R,50.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ALLEN FARLEY,,,,,,
"FAULKNER, DAVID",house,46.0,R,68.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DAVID FAULKNER,AL-2022-house-46-R-GSL046RFAU,ALPERSON-GSL046RFAU,GSL046RFAU,2022.0,46.0,R
"FAUST, JOE",house,94.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JOE FAUST,,,,,,
"FINCHER, BOB",house,37.0,R,63.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BOB FINCHER,AL-2022-house-37-R-GSL037RFIN,ALPERSON-GSL037RFIN,GSL037RFIN,2022.0,37.0,R
"Forte, Berry",house,84.0,D,47.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,BERRY FORTE,AL-2022-house-84-D-GSL084DFOR,ALPERSON-GSL084DFOR,GSL084DFOR,2022.0,84.0,D
"FRIDY, MATT",house,73.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,MATT FRIDY,,,,,,
"GARRETT, DANNY",house,44.0,R,68.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DANNY GARRETT,AL-2022-house-44-R-GSL044RGAR,ALPERSON-GSL044RGAR,GSL044RGAR,2022.0,44.0,R
"GASTON, VICTOR",house,100.0,R,64.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,VICTOR GASTON,,,,,,
"Givan, Juandalynn",house,60.0,D,60.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JUANDALYNN GIVAN,AL-2022-house-60-D-GSL060DGIV,ALPERSON-GSL060DGIV,GSL060DGIV,2022.0,60.0,D
"Gray, Jeremy",house,83.0,D,44.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JEREMY GRAY,AL-2022-house-83-D-GSL083DGRA,ALPERSON-GSL083DGRA,GSL083DGRA,2022.0,83.0,D
"GREER, LYNN",house,2.0,R,70.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,LYNN GREER,,,,,,
"Grimsley, Dexter",house,85.0,D,50.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DEXTER GRIMSLEY,AL-2022-house-85-D-GSL085DGRI,ALPERSON-GSL085DGRI,GSL085DGRI,2022.0,85.0,D
"Hall, Laura",house,19.0,D,40.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,LAURA HALL,AL-2022-house-19-D-GSL019DHAL,ALPERSON-GSL019DHAL,GSL019DHAL,2022.0,19.0,D
"HAMBY-WOOD, DEBBIE",house,38.0,R,62.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,DEBBIE HAMBY WOOD,,,,,,
"HANES, JAMES",house,23.0,R,72.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JAMES HANES,,,,,,
"HARBISON, COREY",house,12.0,R,72.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,COREY HARBISON,AL-2022-house-12-R-GSL012RHAR,ALPERSON-GSL012RHAR,GSL012RHAR,2022.0,12.0,R
"Hatcher, Kirk",house,78.0,D,42.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,KIRK HATCHER,,,,,,
"HILL, JIM",house,50.0,R,70.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JIM HILL,AL-2022-house-50-R-GSL050RHIL,ALPERSON-GSL050RHIL,GSL050RHIL,2022.0,50.0,R
"Hollis, Rolanda",house,58.0,D,44.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,ROLANDA HOLLIS,AL-2022-house-58-D-GSL058DHOL,ALPERSON-GSL058DHOL,GSL058DHOL,2022.0,58.0,D
"HOLMES, MIKE",house,31.0,R,75.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,MIKE HOLMES,,,,,,
"Howard, Ralph",house,72.0,D,47.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,RALPH HOWARD,,,,,,
"HURST, STEVE",house,35.0,R,78.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,STEVE HURST,AL-2022-house-35-R-GSL035RHUR,ALPERSON-GSL035RHUR,GSL035RHUR,2022.0,35.0,R
"INGRAM, REED",house,75.0,R,65.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,REED INGRAM,AL-2022-house-75-R-GSL075RING,ALPERSON-GSL075RING,GSL075RING,2022.0,75.0,R
"ISBELL, GIL",house,28.0,R,68.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,GIL ISBELL,,,,,,
"Jackson, Thomas",house,68.0,D,41.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,THOMAS JACKSON,,,,,,
"JOHNSON, RONALD",house,33.0,R,71.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,RONALD JOHNSON,,,,,,
"JONES, MIKE",house,92.0,R,62.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,MIKE JONES,,,,,,
"Jones, Sam",house,99.0,D,50.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,SAM JONES,AL-2022-house-99-D-GSL099DJON,ALPERSON-GSL099DJON,GSL099DJON,2022.0,99.0,D
"KIEL, JAMIE",house,18.0,R,67.0,2019,American Conservative Union (ACU),https://web.archive.org/web/20210421024106/http://acuratings.conservative.org/wp-content/uploads/sites/5/2019/09/CLA_Alabama_2019_web.pdf,data\raw\ballotpedia\linked_scorecards\6f349abcdc7e8a5f_CLA_Alabama_2019_web.pdf,c22395daf2170c25269389619a535eb7860063364580f626d6af68dbf9e3770c,2022,JAMIE KIEL,AL-2022-house-18-R-GSL018RKIE,ALPERSON-GSL018RKIE,GSL018RKIE,2022.0,18.0,R
