votesmart_candidate_id,candidate,election_year,election_description,section,question,option_number,option_text,raw_answer,selected,source_type,source_url,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,response_sign,ideology_score,score_eligible
121505,Ed Henry,2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,11,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121505/ed-henry,constitution_rewrite,position_only,,high,binary,position_only,-1.0,,False
121513,Daniel Boman,,Issue Positions,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,6,f) Transportation and highway infrastructure,Greatly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,transportation_spending,position_only,,high,ordinal,position_only,1.0,,False
121513,Daniel Boman,,Issue Positions,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,20,"a) Tapping into Alabama's ""rainy day"" fund",No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,budget_rainy_day,position_only,,high,binary,position_only,-1.0,,False
121513,Daniel Boman,,Issue Positions,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,3,1) Individual,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,campaign_contribution_limits_individual,position_only,,high,binary,position_only,-1.0,,False
121513,Daniel Boman,,Issue Positions,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,5,3) Corporate,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,1.0,,False
121513,Daniel Boman,,Issue Positions,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,8,e) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
121513,Daniel Boman,,Issue Positions,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,11,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,constitution_rewrite,position_only,,high,binary,position_only,-1.0,,False
121524,"Ron Struzik, Jr.",2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,6,f) Transportation and highway infrastructure,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,transportation_spending,position_only,,high,ordinal,position_only,0.5,,False
121524,"Ron Struzik, Jr.",2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,20,"a) Tapping into Alabama's ""rainy day"" fund",No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,budget_rainy_day,position_only,,high,binary,position_only,-1.0,,False
121524,"Ron Struzik, Jr.",2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,3,1) Individual,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,campaign_contribution_limits_individual,position_only,,high,binary,position_only,1.0,,False
121524,"Ron Struzik, Jr.",2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,5,3) Corporate,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,1.0,,False
121524,"Ron Struzik, Jr.",2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,8,e) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,campaign_finance_disclosure,position_only,,high,binary,position_only,1.0,,False
121524,"Ron Struzik, Jr.",2010.0,Alabama State Legislative Election 2010 Political Courage Test,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,11,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,constitution_rewrite,position_only,,high,binary,position_only,-1.0,,False
121553,Sharon Powe,2010.0,Alabama State Legislative Election 2010 Political Courage Test,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,6,f) Transportation and highway infrastructure,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121553/sharon-powe,transportation_spending,position_only,,high,ordinal,position_only,0.5,,False
