session_year,people_id,name,normalized_name,first_name,middle_name,last_name,suffix,party,party_id,role,role_id,district,source_archive,source_member
2013,12500,April Weaver,APRIL WEAVER,April,C.,Weaver,,R,2,Rep,1,HD-049,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12500.json
2013,12501,Barry Moore,BARRY MOORE,Barry,,Moore,,R,2,Rep,1,HD-091,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12501.json
2013,12502,Ed Henry,ED HENRY,Ed,,Henry,,R,2,Rep,1,HD-009,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12502.json
2013,12503,Mike Hubbard,MIKE HUBBARD,Mike,,Hubbard,,R,2,Rep,1,HD-079,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12503.json
2013,12504,Wes Long,WES LONG,Wes,,Long,,R,2,Rep,1,HD-027,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12504.json
2013,12505,Richard Baughn,RICHARD BAUGHN,Richard,,Baughn,,R,2,Rep,1,HD-014,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12505.json
2013,12506,Becky Nordgren,BECKY NORDGREN,Becky,,Nordgren,,R,2,Rep,1,HD-029,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12506.json
2013,12507,Mac Buttram,MAC BUTTRAM,Mac,,Buttram,,R,2,Rep,1,HD-012,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12507.json
2013,12508,Kurt Wallace,KURT WALLACE,Kurt,,Wallace,,R,2,Rep,1,HD-042,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12508.json
2013,12509,Donnie Chesteen,DONNIE CHESTEEN,Donnie,,Chesteen,,R,2,Rep,1,SD-029,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12509.json
2013,12511,John Merrill,JOHN MERRILL,John,H.,Merrill,,R,2,Rep,1,HD-062,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12511.json
2013,12512,Ken Johnson,KEN JOHNSON,Ken,,Johnson,,R,2,Rep,1,HD-007,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12512.json
2013,12513,Jim Patterson,JIM PATTERSON,Jim,,Patterson,,R,2,Rep,1,HD-021,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12513.json
2013,12515,Gerald Dial,GERALD DIAL,Gerald,,Dial,,R,2,Sen,2,SD-013,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12515.json
2013,12516,Bryan Taylor,BRYAN TAYLOR,Bryan,,Taylor,,R,2,Sen,2,SD-030,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12516.json
2013,12517,Jerry Fielding,JERRY FIELDING,Jerry,L.,Fielding,,D,1,Sen,2,SD-011,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12517.json
2013,12520,Wayne Johnson,WAYNE JOHNSON,Wayne,,Johnson,,R,2,Rep,1,HD-022,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12520.json
2013,12521,Thomas Whatley,THOMAS WHATLEY,Thomas,M.,Whatley,,R,2,Sen,2,SD-027,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12521.json
2013,12523,Daniel Boman,DANIEL BOMAN,Daniel,,Boman,,R,2,Rep,1,HD-016,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12523.json
2013,12525,Mike Jones,MIKE JONES,Mike,,Jones,Jr.,R,2,Rep,1,HD-092,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12525.json
2013,12526,Paul Beckman,PAUL BECKMAN,Paul,,Beckman,,R,2,Rep,1,HD-088,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12526.json
2013,12530,William Poole,WILLIAM POOLE,William,,Poole,,R,2,Rep,1,HD-063,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12530.json
2013,12541,Slade Blackwell,SLADE BLACKWELL,Slade,,Blackwell,,R,2,Sen,2,SD-015,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12541.json
2013,12542,Napoleon Bracy,NAPOLEON BRACY,Napoleon,,Bracy,Jr.,D,1,Rep,1,HD-098,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12542.json
2013,12543,Berry Forte,BERRY FORTE,Berry,,Forte,,D,1,Rep,1,HD-084,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12543.json
2013,12544,David Colston,DAVID COLSTON,David,,Colston,,D,1,Rep,1,HD-069,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12544.json
2013,12545,Mark Tuggle,MARK TUGGLE,Mark,M.,Tuggle,,R,2,Rep,1,HD-081,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12545.json
2013,12546,Darrio Melton,DARRIO MELTON,Darrio,,Melton,,D,1,Rep,1,HD-067,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12546.json
2013,12547,Greg Burdine,GREG BURDINE,Greg,,Burdine,,D,1,Rep,1,HD-001,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12547.json
2013,12548,Allen Farley,ALLEN FARLEY,Allen,,Farley,,R,2,Rep,1,HD-015,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12548.json
2013,12549,Dexter Grimsley,DEXTER GRIMSLEY,Dexter,,Grimsley,,D,1,Rep,1,HD-085,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12549.json
2013,12550,Juandalynn Givan,JUANDALYNN GIVAN,Juandalynn,,Givan,,D,1,Rep,1,HD-060,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/12550.json
2013,13150,David Sessions,DAVID SESSIONS,David,,Sessions,,R,2,Rep,1,SD-035,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/13150.json
2013,13766,Jim Carns,JIM CARNS,Jim,,Carns,,R,2,Rep,1,HD-048,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/13766.json
2013,15745,David Standridge,DAVID STANDRIDGE,David,,Standridge,,R,2,Rep,1,HD-034,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/15745.json
2013,15746,Mack Butler,MACK BUTLER,Mack,N.,Butler,,R,2,Rep,1,HD-030,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/15746.json
2013,15984,Bill Hightower,BILL HIGHTOWER,Bill,,Hightower,,R,2,Sen,2,SD-035,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/15984.json
2013,16021,Randall Shedd,RANDALL SHEDD,Randall,,Shedd,,R,2,Rep,1,HD-011,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/16021.json
2013,3354,John Knight,JOHN KNIGHT,John,F.,Knight,,D,1,Rep,1,HD-077,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3354.json
2013,3356,Tammy Irons,TAMMY IRONS,Tammy,L.,Irons,,D,1,Sen,2,SD-001,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3356.json
2013,3357,Laura Hall,LAURA HALL,Laura,,Hall,,D,1,Rep,1,HD-019,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3357.json
2013,3358,Artis McCampbell,ARTIS MCCAMPBELL,Artis,,McCampbell,,D,1,Rep,1,HD-071,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3358.json
2013,3360,Barbara Boyd,BARBARA BOYD,Barbara,Bigsby,Boyd,,D,1,Rep,1,HD-032,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3360.json
2013,3361,Joseph Mitchell,JOSEPH MITCHELL,Joseph,C.,Mitchell,,D,1,Rep,1,HD-103,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3361.json
2013,3368,Demetrius Newton,DEMETRIUS NEWTON,Demetrius,C.,Newton,,D,1,Rep,1,HD-053,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3368.json
2013,3370,Pebblin Warren,PEBBLIN WARREN,Pebblin,W.,Warren,,D,1,Rep,1,HD-082,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3370.json
2013,3371,Ralph Howard,RALPH HOWARD,Ralph,A.,Howard,,D,1,Rep,1,HD-072,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3371.json
2013,3372,Thad McClammy,THAD MCCLAMMY,Thad,,McClammy,,D,1,Rep,1,HD-076,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3372.json
2013,3374,Christopher England,CHRISTOPHER ENGLAND,Christopher,John,England,,D,1,Rep,1,HD-070,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3374.json
2013,3375,Oliver Robinson,OLIVER ROBINSON,Oliver,,Robinson,,D,1,Rep,1,HD-058,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3375.json
2013,3379,Mike Millican,MIKE MILLICAN,Mike,,Millican,,R,2,Rep,1,HD-017,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3379.json
2013,3380,Marcel Black,MARCEL BLACK,Marcel,,Black,,D,1,Rep,1,HD-003,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3380.json
2013,3381,Alan Harper,ALAN HARPER,Alan,,Harper,,R,2,Rep,1,HD-061,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3381.json
2013,3382,Thomas Jackson,THOMAS JACKSON,Thomas,E.,Jackson,,D,1,Rep,1,HD-068,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3382.json
2013,3385,Lesley Vance,LESLEY VANCE,Lesley,,Vance,,R,2,Rep,1,HD-080,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3385.json
2013,3386,William Beasley,WILLIAM BEASLEY,William,M.,Beasley,,D,1,Sen,2,SD-028,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3386.json
2013,3387,Stephen Hurst,STEPHEN HURST,Stephen,W.,Hurst,,R,2,Rep,1,HD-035,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3387.json
2013,3388,James Buskey,JAMES BUSKEY,James,E.,Buskey,,D,1,Rep,1,HD-099,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3388.json
2013,3389,Mary Moore,MARY MOORE,Mary,,Moore,,D,1,Rep,1,HD-059,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3389.json
2013,3391,Merika Coleman-Evans,MERIKA COLEMAN EVANS,Merika,,Coleman-Evans,,D,1,Rep,1,HD-057,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3391.json
2013,3392,Richard Lindsey,RICHARD LINDSEY,Richard,J.,Lindsey,,D,1,Rep,1,HD-039,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3392.json
2013,3400,John Robinson,JOHN ROBINSON,John,,Robinson,,D,1,Rep,1,HD-023,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3400.json
2013,3401,Patricia Todd,PATRICIA TODD,Patricia,,Todd,,D,1,Rep,1,HD-054,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3401.json
2013,3402,Johnny Morrow,JOHNNY MORROW,Johnny,Mack,Morrow,,D,1,Rep,1,HD-018,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3402.json
2013,3405,Robert Ward,ROBERT WARD,Robert,Cameron,Ward,,R,2,Sen,2,SD-014,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3405.json
2013,3406,Craig Ford,CRAIG FORD,Craig,,Ford,,D,1,Rep,1,HD-028,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3406.json
2013,3407,Todd Greeson,TODD GREESON,Todd,,Greeson,,R,2,Rep,1,HD-024,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3407.json
2013,3408,Randy Davis,RANDY DAVIS,Randy,,Davis,,R,2,Rep,1,HD-096,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3408.json
2013,3410,Mike Hill,MIKE HILL,Mike,,Hill,,R,2,Rep,1,HD-041,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3410.json
2013,3411,Mac McCutcheon,MAC MCCUTCHEON,Mac,,McCutcheon,,R,2,Rep,1,HD-025,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3411.json
2013,3414,Jay Love,JAY LOVE,Jay,,Love,Jr.,R,2,Rep,1,HD-074,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3414.json
2013,3415,Victor Gaston,VICTOR GASTON,Victor,,Gaston,,R,2,Rep,1,HD-100,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3415.json
2013,3416,Mike Ball,MIKE BALL,Mike,,Ball,,R,2,Rep,1,HD-010,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3416.json
2013,3417,Paul DeMarco,PAUL DEMARCO,Paul,,DeMarco,,R,2,Rep,1,HD-046,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3417.json
2013,3418,Jack Williams,JACK WILLIAMS,Jack,"D,",Williams,,R,2,Rep,1,HD-047,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3418.json
2013,3419,Dickie Drake,DICKIE DRAKE,Dickie,,Drake,,R,2,Rep,1,HD-045,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3419.json
2013,3420,Gerald Allen,GERALD ALLEN,Gerald,,Allen,,R,2,Sen,2,SD-021,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3420.json
2013,3421,Joseph Hubbard,JOSEPH HUBBARD,Joseph,Lister,Hubbard,,D,1,Rep,1,HD-073,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3421.json
2013,3423,Harry Shiver,HARRY SHIVER,Harry,,Shiver,,R,2,Rep,1,HD-064,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3423.json
2013,3424,Joe Faust,JOE FAUST,Joe,,Faust,Sr.,R,2,Rep,1,HD-094,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3424.json
2013,3425,Chad Fincher,CHAD FINCHER,Chad,,Fincher,,R,2,Rep,1,HD-102,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3425.json
2013,3426,Alan Baker,ALAN BAKER,Alan,,Baker,,R,2,Rep,1,HD-066,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3426.json
2013,3427,Steve McMillan,STEVE MCMILLAN,Steve,,McMillan,,R,2,Rep,1,HD-095,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3427.json
2013,3428,James Ison,JAMES ISON,James,,Ison,,R,2,Rep,1,HD-101,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3428.json
2013,3429,Jim McClendon,JIM MCCLENDON,Jim,,McClendon,,R,2,Rep,1,SD-011,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3429.json
2013,3430,Randy Wood,RANDY WOOD,Randy,,Wood,,R,2,Rep,1,HD-036,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3430.json
2013,3431,Jim Barton,JIM BARTON,Jim,,Barton,,R,2,Rep,1,HD-104,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3431.json
2013,3432,Steve Clouse,STEVE CLOUSE,Steve,,Clouse,,R,2,Rep,1,HD-093,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3432.json
2013,3433,Barry Mask,BARRY MASK,Barry,,Mask,,R,2,Rep,1,HD-031,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3433.json
2013,3434,Harry Bridges,HARRY BRIDGES,Harry,Duwayne,Bridges,,R,2,Rep,1,HD-038,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3434.json
2013,3435,Howard Sanderford,HOWARD SANDERFORD,Howard,,Sanderford,,R,2,Rep,1,HD-020,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3435.json
2013,3437,Phil Williams,PHIL WILLIAMS,Phil,,Williams,,R,2,Rep,1,HD-006,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3437.json
2013,3438,Micky Hammon,MICKY HAMMON,Micky,,Hammon,,R,2,Rep,1,HD-004,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3438.json
2013,3439,Gregory Wren,GREGORY WREN,Gregory,D.,Wren,,R,2,Rep,1,HD-075,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3439.json
2013,3442,Alvin Holmes,ALVIN HOLMES,Alvin,,Holmes,,D,1,Rep,1,HD-078,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3442.json
2013,3445,Allen Treadaway,ALLEN TREADAWAY,Allen,,Treadaway,,R,2,Rep,1,HD-051,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3445.json
2013,3446,Arthur Payne,ARTHUR PAYNE,Arthur,,Payne,,R,2,Rep,1,HD-044,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3446.json
2013,3447,Charles Newton,CHARLES NEWTON,Charles,O.,Newton,,D,1,Rep,1,HD-090,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3447.json
2013,3448,Richard Laird,RICHARD LAIRD,Richard,J.,Laird,,D,1,Rep,1,HD-037,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3448.json
2013,3449,Ronald Johnson,RONALD JOHNSON,Ronald,G.,Johnson,,R,2,Rep,1,HD-033,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3449.json
2013,3450,Alan Boothe,ALAN BOOTHE,Alan,C.,Boothe,,R,2,Rep,1,HD-089,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3450.json
2013,3453,Mary McClurkin,MARY MCCLURKIN,Mary,Sue,McClurkin,,R,2,Rep,1,HD-043,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3453.json
2013,3454,John Rogers,JOHN ROGERS,John,W.,Rogers,Jr.,D,1,Rep,1,HD-052,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3454.json
2013,3455,Elaine Beech,ELAINE BEECH,Elaine,,Beech,,D,1,Rep,1,HD-065,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3455.json
2013,3456,Roderick Scott,RODERICK SCOTT,Roderick,,Scott,,D,1,Rep,1,HD-055,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3456.json
2013,3457,Lawrence McAdory,LAWRENCE MCADORY,Lawrence,,McAdory,,D,1,Rep,1,HD-056,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3457.json
2013,3458,George Bandy,GEORGE BANDY,George,C.,Bandy,,D,1,Rep,1,HD-083,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3458.json
2013,3459,K.L. Brown,K L BROWN,K.L.,,Brown,,R,2,Rep,1,HD-040,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3459.json
2013,3461,J.T. Waggoner,J T WAGGONER,J. T.,,Waggoner,,R,2,Sen,2,SD-016,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3461.json
2013,3462,Del Marsh,DEL MARSH,Del,,Marsh,,R,2,Sen,2,SD-012,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/people/3462.json
