model_run_id,war_outcome_id,build_run_id,state_code,cycle,chamber,district,election_stage,election_date,district_plan_id,geography_vintage,dem_candidate_result_id,rep_candidate_result_id,dem_candidate_name,rep_candidate_name,dem_votes,rep_votes,two_party_votes,third_party_votes,legislative_dem_margin,baseline_dem_margin,baseline_source,baseline_office,baseline_class,baseline_quality,baseline_coverage,dem_incumbent,rep_incumbent,incumbency_balance,incumbency_source,incumbency_quality,direct_overperformance,training_status,selection_status,source_provider,source_family,source_file_id,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,race_finance_status,baseline_office_family,prior_pres_margin,national_swing,environment_baseline_margin,lag_context_source,lag_context_scope,lag_context_available,lag_current_ticket_change,years_since_2016,lag_change_x_years,current_ticket_is_presidential,lag_context_status,finance_direct_log_ratio_50k,finance_one_sided_viability_10k,finance_viability_gated_log_ratio_10k,finance_one_sided_viability_20k,finance_viability_gated_log_ratio_20k,finance_one_sided_viability_30k,finance_viability_gated_log_ratio_30k,finance_one_sided_viability_40k,finance_viability_gated_log_ratio_40k,finance_one_sided_viability_50k,finance_viability_gated_log_ratio_50k,finance_one_sided_viability_60k,finance_viability_gated_log_ratio_60k,finance_one_sided_viability_70k,finance_viability_gated_log_ratio_70k,finance_one_sided_viability_80k,finance_viability_gated_log_ratio_80k,finance_one_sided_viability_90k,finance_viability_gated_log_ratio_90k,finance_one_sided_viability_100k,finance_viability_gated_log_ratio_100k,finance_one_sided_viability_250k,finance_viability_gated_log_ratio_250k,structural_specification,structural_alpha,structural_fit_scope,structural_training_rows,fitted_structural_expected_gap,fitted_structural_nonlag_expected_gap,fitted_lag_component,validation_fold,validation_training_rows,validation_self_excluded,validation_cross_fitted_expected_gap,validation_cross_fitted_nonlag_expected_gap,validation_cross_fitted_lag_component,raw_gap,war,war_party,war_magnitude,war_definition,validation_cross_fitted_residual
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-ACD1B6CFAC5B892FA85C,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,2,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-2-D-LORA-KAY-MORROW,AL-2018-house-2-R-LYNN-GREER,Lora Kay Morrow,Lynn Greer,4798,13056,17854,21,-46.25294051753109,-47.33594922556552,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,1.0830087080344342,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,13748.97,176800.0,observed_positive,observed_positive,1,complete,federal_composite,-58.719059193521744,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,11.383109967956223,2,22.766219935912446,False,validated_prior_with_nonpresidential_current_ticket,-1.26911554480833,0.0,0.0,1.0,-1.763238086283832,1.0,-1.553284072964931,1.0,-1.3946507655320253,1.0,-1.26911554480833,1.0,-1.1665488739891434,1.0,-1.080754419909147,1.0,-1.0076768936923064,1.0,-0.9445250826907843,1.0,-0.8893012208985057,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,0.8053861829424935,8.007261038264176,-7.201874855321682,1,833,True,0.7166490130408785,8.182960027757499,-7.46631101471662,1.0830087080344342,0.27762252509194063,D,0.27762252509194063,actual_raw_gap_minus_same_cycle_fitted_structural_gap,0.3663596949935557
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-2FA078E1F83959C3BEEF,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,3,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-3-D-CHAD-YOUNG,AL-2018-house-3-R-ANDREW-SORRELL,Chad Young,Andrew Sorrell,8540,9448,17988,11,-5.047809650878364,-18.867571819684688,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: ballotpedia_explicit_open_seat,source_validated,13.819762168806324,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,90321.42,370787.48,observed_positive,observed_positive,1,complete,federal_composite,-25.49831329244008,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,6.630741472755393,2,13.261482945510785,False,validated_prior_with_nonpresidential_current_ticket,-1.0981922598301557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9056924549144004,1.0,-0.6010982771531581,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,1.1588993903183267,4.209773819020577,-3.05087442870225,1,833,True,0.7498796791295812,3.913471967909975,-3.163592288780394,13.819762168806324,12.660862778487997,D,12.660862778487997,actual_raw_gap_minus_same_cycle_fitted_structural_gap,13.069882489676743
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-95F32D69686B6CFA1219,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,4,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-4-D-JO-ANN-CUMMINGS,AL-2018-house-4-R-PARKER-DUNCAN-MOORE,Jo Ann Cummings,Parker Duncan Moore,4325,11074,15399,1625,-43.82752126761478,-40.13621286018718,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: ballotpedia_explicit_open_seat,source_validated,-3.6913084074275986,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,15697.18,170422.22,observed_positive,observed_positive,1,complete,federal_composite,-49.978279852295145,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,9.842066992107966,2,19.684133984215933,False,validated_prior_with_nonpresidential_current_ticket,-1.2104888866990686,0.0,0.0,1.0,-1.6741721231598716,1.0,-1.4783896520948374,1.0,-1.3291865663670714,1.0,-1.2104888866990686,1.0,-1.113172457706065,1.0,-1.0315767080961658,1.0,-0.9619595423680216,1.0,-0.9017260237158216,1.0,-0.8490082548257124,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,4.357401255143111,10.480269285138892,-6.1228680299957805,0,818,True,3.658018806870593,9.622283993930733,-5.964265187060139,-3.6913084074275986,-8.04870966257071,R,8.04870966257071,actual_raw_gap_minus_same_cycle_fitted_structural_gap,-7.349327214298192
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-442DED690B460960AF9A,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,5,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-5-D-BRIAN-D-WILLIAMS,AL-2018-house-5-R-DANNY-F-CRAWFORD,Brian D Williams,Danny F. Crawford,4725,12395,17120,19,-44.80140186915888,-41.28640693419884,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,-3.5149949349600433,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,9050.23,115701.0,observed_positive,observed_positive,1,complete,federal_composite,-55.36846252795287,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,14.082055593754035,2,28.16411118750807,False,validated_prior_with_nonpresidential_current_ticket,-1.0317965217773046,1.0,-1.8868268960234005,1.0,-1.5414275353600297,1.0,-1.3167078104424754,1.0,-1.1550926263337655,1.0,-1.0317965217773046,1.0,-0.9339494759271134,1.0,-0.8540543801716132,1.0,-0.7873873917000327,1.0,-0.7307965628943767,1.0,-0.6820845876833093,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,-0.8439998855778059,5.795174188769076,-6.639174074346882,2,820,True,-0.14463090484547503,5.8993186063752665,-6.043949511220742,-3.5149949349600433,-2.6709950493822374,R,2.6709950493822374,actual_raw_gap_minus_same_cycle_fitted_structural_gap,-3.370364030114568
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-3283E57DCE691AE7F22C,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,7,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-7-D-KENNETH-A-BRACKINS,AL-2018-house-7-R-PRONCEY-ROBERTSON,Kenneth A. Brackins,Proncey Robertson,3592,10892,14484,9,-50.4004418668876,-63.83438179424244,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,Canonical Alabama candidate export,canonical_reviewed,13.433939927354842,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,22654.66,88301.71,observed_positive,observed_positive,1,complete,federal_composite,-65.79720948312769,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,1.9628276888852483,2,3.9256553777704966,False,validated_prior_with_nonpresidential_current_ticket,-0.6437200719081293,0.0,0.0,0.0,0.0,1.0,-0.8094834819707306,1.0,-0.7167465396096012,1.0,-0.6437200719081293,1.0,-0.5845775747457033,1.0,-0.5356235208202849,1.0,-0.4943877221583909,0.0,0.0,0.0,0.0,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,11.456588211200824,20.015702241653035,-8.55911403045221,3,798,True,10.96325136847204,18.461367146941424,-7.4981157784693835,13.433939927354842,1.9773517161540184,D,1.9773517161540184,actual_raw_gap_minus_same_cycle_fitted_structural_gap,2.4706885588828023
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-9531E1503E2C6D7A510D,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,8,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-8-D-BILLY-JACKSON,AL-2018-house-8-R-TERRI-COLLINS,Billy Jackson,Terri Collins,5469,8803,14272,7,-23.36042600896861,-23.925132042676523,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,0.564706033707914,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,13436.0,170856.82,observed_positive,observed_positive,1,complete,federal_composite,-33.187473577040855,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,9.262341534364332,2,18.524683068728663,False,validated_prior_with_nonpresidential_current_ticket,-1.2474830946176325,0.0,0.0,1.0,-1.7418903495861713,1.0,-1.5313037255624806,1.0,-1.372694648811055,1.0,-1.2474830946176325,1.0,-1.145383412911939,1.0,-1.060122778149937,1.0,-0.9876056281785344,1.0,-0.92501861046519,1.0,-0.8703515405445734,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,-3.52333891965727,0.41889923874622015,-3.9422381584034905,1,833,True,-3.751699934310346,0.33645598996329096,-4.088155924273637,0.564706033707914,4.088044953365184,D,4.088044953365184,actual_raw_gap_minus_same_cycle_fitted_structural_gap,4.31640596801826
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-BD8DA90B4FBA11E11797,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,10,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-10-D-J-B-KING,AL-2018-house-10-R-MIKE-BALL,J.B. King,Mike Ball,8565,11240,19805,1143,-13.506690229739965,-7.185999510769945,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,-6.320690718970019,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,10021.64,163879.56,observed_positive,observed_positive,1,complete,federal_composite,-18.184782626673613,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,10.998783115903667,2,21.997566231807333,False,validated_prior_with_nonpresidential_current_ticket,-1.270707888985883,0.0,0.0,1.0,-1.812362523110612,1.0,-1.5778168337033875,1.0,-1.4050737155400368,1.0,-1.270707888985883,1.0,-1.1623038915509587,1.0,-1.0725091839036942,1.0,-0.9966244109994276,1.0,-0.9314734187575258,1.0,-0.8748157132118219,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,-5.291177293243686,-3.399514964578562,-1.8916623286651237,3,798,True,-4.650335966939124,-2.3407324342075433,-2.309603532731581,-6.320690718970019,-1.0295134257263339,R,1.0295134257263339,actual_raw_gap_minus_same_cycle_fitted_structural_gap,-1.670354752030895
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-E3A778403481AD2D7F37,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,15,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-15-D-SUZANNA-COLEMAN,AL-2018-house-15-R-ALLEN-FARLEY,Suzanna Coleman,Allen Farley,6951,14212,21163,15,-34.30988045173179,-36.31332063205876,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,2.003440180326969,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,14119.55,86182.84,observed_positive,observed_positive,1,complete,federal_composite,-6.500904260342555,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,-29.812416371716207,2,-59.624832743432414,False,validated_prior_with_nonpresidential_current_ticket,-0.7532490849627819,0.0,0.0,1.0,-1.135291980040267,1.0,-0.9682621622153513,1.0,-0.8465364778061568,1.0,-0.7532490849627819,1.0,-0.6791788368029669,1.0,-0.6187883708962199,1.0,-0.5685228452760596,0.0,0.0,0.0,0.0,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,1.9022827745116482,4.107810081324527,-2.205527306812879,1,833,True,1.8697788162794886,4.143458745728423,-2.2736799294489343,2.003440180326969,0.10115740581532062,D,0.10115740581532062,actual_raw_gap_minus_same_cycle_fitted_structural_gap,0.1336613640474802
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-60189DA3A69756B017A3,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,18,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-18-D-EDDIE-BRITTON,AL-2018-house-18-R-JAMIE-KIEL,Eddie Britton,Jamie Kiel,3886,9845,13731,8,-43.39815017114558,-51.61405529881749,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: ballotpedia_explicit_open_seat,source_validated,8.21590512767191,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,48045.0,195017.68,observed_positive,observed_positive,1,complete,federal_composite,-57.83922194917574,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,6.225166650358247,2,12.450333300716494,False,validated_prior_with_nonpresidential_current_ticket,-0.91590381425491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.91590381425491,1.0,-0.8587850690788792,1.0,-0.8087306330416988,1.0,-0.7644536218730886,1.0,-0.7249714944733434,1.0,-0.6895190051442439,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,7.4431559964202805,14.763144000158057,-7.319988003737777,1,833,True,7.237763870357358,14.824465693131682,-7.586701822774324,8.21590512767191,0.7727491312516293,D,0.7727491312516293,actual_raw_gap_minus_same_cycle_fitted_structural_gap,0.9781412573145518
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-E5EEA5BF5CCE7852679B,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,20,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-20-D-LINDA-MEIGS,AL-2018-house-20-R-HOWARD-SANDERFORD,Linda Meigs,Howard Sanderford,8527,14589,23116,14,-26.224260252638864,-27.738368227477768,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,1.514107974838904,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,57521.98,115100.0,observed_positive,observed_positive,1,complete,federal_composite,-39.31015699852439,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,11.571788771046624,2,23.143577542093247,False,validated_prior_with_nonpresidential_current_ticket,-0.4288560591422288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39873185937206157,1.0,-0.3726074776819287,1.0,-0.3497284887523614,1.0,-0.32952048345123053,1.0,-0.3115380321894117,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,-3.166124431226885,1.4761870483657913,-4.642311479592676,2,820,True,-2.584575597411732,1.6713359315554168,-4.2559115289671485,1.514107974838904,4.680232406065789,D,4.680232406065789,actual_raw_gap_minus_same_cycle_fitted_structural_gap,4.098683572250636
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-34EE5783CB4445CF2EF9,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,21,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-21-D-TERRY-JONES,AL-2018-house-21-R-REX-REYNOLDS,Terry Jones,Rex Reynolds,8391,13311,21702,10,-22.670721592479957,-13.108170913200572,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,-9.562550679279385,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,0.0,156920.7,observed_zero,observed_positive,1,complete,federal_composite,-28.634415501009546,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,15.526244587808973,2,31.052489175617946,False,validated_prior_with_nonpresidential_current_ticket,-1.4203126226513785,1.0,-2.814933756346202,1.0,-2.179969336028857,1.0,-1.8294870810806696,1.0,-1.5939216555127884,1.0,-1.4203126226513785,1.0,-1.28518728674168,1.0,-1.17610537519184,1.0,-1.0856988513143437,1.0,-1.0092575621177036,1.0,-0.9435972909813166,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,-5.261731753115282,-2.201801715624412,-3.0599300374908704,4,831,True,-6.128735180117355,-3.189790884852292,-2.938944295265063,-9.562550679279385,-4.300818926164102,R,4.300818926164102,actual_raw_gap_minus_same_cycle_fitted_structural_gap,-3.43381549916203
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-0B11BB069581CB67A433,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,27,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-27-D-BILL-JONES,AL-2018-house-27-R-WES-KITCHENS,Bill Jones,Wes Kitchens,2456,13245,15701,17,-68.71536844786957,-67.86863986407664,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: ballotpedia_explicit_open_seat,source_validated,-0.8467285837929239,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,3457.46,136009.0,observed_positive,observed_positive,1,complete,federal_composite,-70.25748147193474,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,2.3888416078580974,2,4.777683215716195,False,validated_prior_with_nonpresidential_current_ticket,-1.2469088622159465,1.0,-2.3841346645157593,1.0,-1.894725129924031,1.0,-1.6017672226132431,1.0,-1.3987526015207439,1.0,-1.2469088622159465,1.0,-1.1277908164023613,1.0,-1.0312133940022319,1.0,-0.9509830325232235,1.0,-0.8830684619873498,1.0,-0.8247094261686254,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,12.780504120482135,21.906548126615217,-9.126044006133082,3,798,True,11.99705270210208,20.010100562455513,-8.013047860353433,-0.8467285837929239,-13.627232704275059,R,13.627232704275059,actual_raw_gap_minus_same_cycle_fitted_structural_gap,-12.843781285895004
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-4534A50A3F0C32B00D0C,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,28,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-28-D-KYLE-PIERCE,AL-2018-house-28-R-GIL-F-ISBELL,Kyle Pierce,Gil F. Isbell,5731,7091,12822,21,-10.606769614724692,-16.598166046460676,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: ballotpedia_explicit_open_seat,source_validated,5.991396431735984,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,35642.04,86759.75,observed_positive,observed_positive,1,complete,federal_composite,-21.59047220154562,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,4.992306155084943,2,9.984612310169886,False,validated_prior_with_nonpresidential_current_ticket,-0.4680494526672072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5162813493059923,1.0,-0.4680494526672072,1.0,-0.42818442367410076,1.0,-0.3946579804259937,1.0,-0.3660545959037697,0.0,0.0,0.0,0.0,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,1.0569577920334208,3.6684572679851737,-2.611499475951753,3,798,True,2.163320049618175,4.722408054967963,-2.559088005349788,5.991396431735984,4.934438639702563,D,4.934438639702563,actual_raw_gap_minus_same_cycle_fitted_structural_gap,3.8280763821178088
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-63B16F2F0D91F0512B10,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,29,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-29-D-JARED-MILLICAN,AL-2018-house-29-R-BECKY-NORDGREN,Jared Millican,Becky Nordgren,3032,11528,14560,14,-58.35164835164835,-66.34929627356092,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,1,-1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,7.997647921912574,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,15458.67,124344.0,observed_positive,observed_positive,1,complete,federal_composite,-68.11432224698567,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,1.7650259734247413,2,3.5300519468494826,False,validated_prior_with_nonpresidential_current_ticket,-0.9796114078781825,0.0,0.0,1.0,-1.4038315467135398,1.0,-1.2223803159934754,1.0,-1.086323733337879,1.0,-0.9796114078781825,1.0,-0.8932184882155634,1.0,-0.8215969174254203,1.0,-0.7611114692459564,1.0,-0.7092630784435464,1.0,-0.6642679577118535,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,7.226797374026659,16.09942578803516,-8.8726284140085,4,831,True,7.078691941000746,15.053190753728707,-7.974498812727961,7.997647921912574,0.7708505478859147,D,0.7708505478859147,actual_raw_gap_minus_same_cycle_fitted_structural_gap,0.9189559809118277
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-CD34A37642F7D3251CD7,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,30,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-30-D-JARED-VAUGHN,AL-2018-house-30-R-B-CRAIG-LIPSCOMB,Jared Vaughn,B. Craig Lipscomb,2931,13779,16710,10,-64.91921005385997,-67.50900375459649,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,0,0,0,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: ballotpedia_explicit_open_seat,source_validated,2.5897937007365215,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,9265.48,163810.37,observed_positive,observed_positive,1,complete,federal_composite,-69.49293535293714,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,1.9839315983406465,2,3.967863196681293,False,validated_prior_with_nonpresidential_current_ticket,-1.2830624889747335,1.0,-2.1996499839165398,1.0,-1.837495963897917,1.0,-1.5965344454174035,1.0,-1.4199663697605729,1.0,-1.2830624889747335,1.0,-1.1728524728259333,1.0,-1.081707677290184,1.0,-1.0047759000092433,1.0,-0.9387895362110548,1.0,-0.8814500322920023,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,12.690920960350304,21.734826973494556,-9.043906013144252,0,818,True,12.036187322046336,20.975184924406115,-8.938997602359779,2.5897937007365215,-10.101127259613783,R,10.101127259613783,actual_raw_gap_minus_same_cycle_fitted_structural_gap,-9.446393621309815
WAR-POST2016-V3-A937708D4E0A5232D3F5,WAROUT-EB1E9CDC394519857DB2,RUN-504CE4C4DF904D88A5A40D268F3FCEAB,AL,2018,lower,32,general,2018-11-06,AL-2018-house-reported-unknown-vintage,provider-reported; plan vintage unverified,AL-2018-house-32-D-BARBARA-BIGSBY-BOYD,AL-2018-house-32-R-JAMES-ALLEN-LLOYD,Barbara Bigsby Boyd,James Allen Lloyd,7761,4513,12274,13,26.46244093205149,17.969010702573016,same_cycle_federal,same_cycle_federal,canonical_observed_ticket,canonical_reviewed,1.0,1,0,1,data/processed/incumbency/southern_incumbency_race_roster_2016_2024.csv: provider_reported_incumbent,source_validated,8.493430229478474,strict_war_ready_no_finance,canonical_model_eligible,Alabama canonical candidate identity pipeline,alabama_canonical,SRC-A3632F0E8738FDFB544D,80405.0,0.0,observed_positive,observed_zero,1,complete,federal_composite,14.580797589396836,,,canonical Alabama prior-presidential district feature,alabama_canonical,True,3.38821311317618,2,6.77642622635236,False,validated_prior_with_nonpresidential_current_ticket,0.9586219868875933,1.0,2.2017144826090713,1.0,1.613479733260432,1.0,1.3029580410103574,1.0,1.1019816061377135,1.0,0.9586219868875933,1.0,0.8501865412711113,1.0,0.7648364135946394,1.0,0.695675232342519,0.0,0.0,0.0,0.0,0.0,0.0,decaying_lag,100.0,same_cycle_full_sample_descriptive,1025,5.624496926714358,3.5545154902873364,2.069981436427022,2,820,True,5.380227043683544,3.630188476466493,1.7500385672170515,8.493430229478474,2.8689333027641153,D,2.8689333027641153,actual_raw_gap_minus_same_cycle_fitted_structural_gap,3.113203185794929
